Tycho2|m<8.5
--	23	43	59.4813	29	21	41.2395	8.100	--
HD 222390	23	40	1.0937	27	30	53.8944	6.774	--
--	23	45	48.7904	28	10	37.5522	8.138	--
--	23	58	6.2491	29	58	35.9218	8.369	--
--	23	49	17.5638	29	42	53.4244	8.442	--
--	23	55	1.3428	29	27	1.7746	8.371	--
--	23	56	16.4979	28	52	35.4749	8.403	--
--	23	58	23.3606	28	50	19.0102	8.109	--
HD 224085	23	55	4.0528	28	38	1.2468	7.625	--
--	23	53	41.1790	28	48	24.4880	8.150	--
79    Peg	23	49	39.3948	28	50	32.6001	5.975	--
HD 224345	23	57	2.0030	27	34	25.4491	7.666	--
HD 223486	23	49	50.5105	27	40	50.6454	7.051	--
--	23	52	33.4360	28	57	8.0745	8.412	--
HD 224083	23	54	56.3979	29	28	32.2152	6.765	--
--	0	2	51.8117	30	20	11.5831	8.498	--
--	0	0	48.3374	30	23	45.1971	8.318	--
--	0	4	52.0127	30	5	9.1090	8.059	--
HD 281	0	7	35.1829	31	40	8.4089	7.000	--
HD 341	0	8	9.5986	31	22	44.3740	7.275	--
--	0	6	50.7172	31	7	49.5194	8.047	--
--	0	1	29.1934	30	44	8.7006	8.198	--
HD 332	0	8	1.7134	31	23	28.1763	7.129	--
--	0	0	27.3158	31	13	33.4705	8.119	--
HD 4	0	5	9.2361	30	19	44.5110	7.810	--
HD 1075	0	15	6.9494	31	32	8.6191	6.515	--
HD 1281	0	17	5.6641	31	4	27.0574	7.846	--
HD 641	0	10	48.4856	30	41	8.2519	7.899	--
--	0	11	22.4374	30	26	58.4698	8.028	--
HD 2019	0	24	39.6785	31	22	22.9939	6.742	--
HD 1605	0	20	31.5202	30	58	29.3003	7.636	--
--	0	25	18.2280	30	5	40.6808	8.425	--
--	0	18	0.8832	31	17	30.6043	8.291	--
HD 1439	0	18	38.2564	31	31	2.0104	5.871	--
HD 1606	0	20	24.4027	30	56	8.1753	5.853	--
HD 1406	0	18	20.7629	30	23	45.4020	7.212	--
--	0	27	23.4195	30	53	35.9638	8.299	--
HD 2313	0	27	7.8053	31	10	37.6936	7.564	--
HD 2601	0	29	42.0546	30	9	51.7436	7.966	--
HD 3081	0	34	10.6142	31	38	43.9554	7.821	--
--	0	1	16.2926	33	9	20.8575	8.173	--
--	0	13	45.8228	32	33	24.1139	8.181	--
HD 952	0	14	2.2810	33	12	21.7379	6.206	--
HD 640	0	10	47.1980	32	14	33.2696	7.823	--
HD 1074	0	15	6.7769	33	1	49.6653	7.447	--
HD 613	0	10	32.3990	33	7	51.1893	6.970	--
--	0	26	17.0652	32	14	46.8602	8.449	--
HD 1641	0	20	54.0953	32	58	40.9319	7.271	--
--	0	20	54.0953	32	58	40.9319	8.263	--
HD 1632	0	20	45.5174	32	54	40.2971	5.986	--
HD 2666	0	30	29.3657	32	10	36.8908	7.699	--
HD 2453	0	28	28.5692	32	26	15.8996	6.885	--
--	0	31	8.7264	32	43	23.2797	8.243	--
--	0	33	48.6021	32	51	58.2546	8.120	--
HD 2688	0	30	39.8832	32	8	11.3586	7.573	--
HD 2591	0	29	39.0901	32	59	13.6358	7.788	--
HD 2472	0	28	36.9147	33	38	2.5549	7.634	--
HD 2767	0	31	25.6410	33	34	53.9354	6.005	--
--	0	2	21.6647	34	50	24.7563	8.041	--
HD 225239	0	4	53.7593	34	39	35.2220	6.172	--
HD 17	0	5	13.0042	35	34	15.6533	6.889	--
--	0	7	34.2849	34	20	20.5183	8.288	--
HD 375	0	8	28.4663	34	56	4.3782	7.461	--
HD 39	0	5	29.0438	34	6	20.5960	7.890	--
HD 225220	0	4	40.0911	34	15	54.2416	7.255	--
HD 863	0	13	4.2803	35	17	29.5464	7.795	--
--	0	14	13.0807	35	25	5.0631	8.132	--
--	0	15	9.1937	34	52	5.4487	8.018	--
HD 2093	0	25	17.7349	35	2	14.0690	7.545	--
--	0	25	53.7333	35	18	21.1117	8.057	--
HD 1794	0	22	23.6180	35	32	10.8620	7.202	--
--	0	25	36.1768	34	7	1.6780	8.347	--
HD 2265	0	26	40.8430	34	11	1.8787	7.724	--
--	0	27	35.7140	34	2	5.1522	8.271	--
--	0	27	31.6834	35	35	14.4975	8.183	--
HD 2866	0	32	14.0527	34	59	37.9751	6.742	--
HD 2452	0	28	27.7227	33	47	56.1380	7.252	--
--	0	35	39.5049	34	28	46.5107	8.130	--
--	0	33	3.3990	33	50	46.0449	8.470	--
--	0	3	57.0291	36	58	12.9064	8.492	--
--	0	5	12.4970	36	18	13.1891	8.149	--
--	0	0	49.6867	36	46	48.3631	8.354	--
HD 292	0	7	43.1079	37	11	7.6000	7.587	--
HD 225023	0	2	46.0274	35	48	55.6896	7.535	--
HD 400	0	8	40.9373	36	37	37.6613	6.260	--
HD 639	0	10	46.8607	37	28	26.0460	7.811	--
HD 850	0	13	4.6205	37	25	7.0107	7.764	--
HD 1223	0	16	43.0218	36	37	47.3543	7.122	--
HD 1315	0	17	33.0670	36	33	1.5165	7.664	--
--	0	13	36.2192	36	10	15.2655	8.209	--
HD 1224	0	16	44.5367	36	29	29.3519	7.822	--
--	0	21	37.6330	36	13	2.7173	8.135	--
HD 2189	0	26	2.6909	35	49	9.4385	7.541	--
HD 1677	0	21	9.2247	35	52	43.7826	7.389	--
--	0	23	32.4997	37	25	58.5443	8.097	--
--	0	25	37.6745	36	29	1.5260	8.423	--
HD 1537	0	19	46.7175	36	57	44.8056	7.390	--
HD 1428	0	18	36.3203	35	59	23.8803	7.903	--
25Sig And	0	18	19.6577	36	47	6.8113	4.512	--
HD 2933	0	32	51.8123	35	51	28.6338	7.950	--
HD 3203	0	35	30.4350	35	39	32.6841	7.722	--
--	0	33	18.2892	37	10	58.5508	8.284	--
HD 3165	0	35	9.6158	36	49	56.0372	6.719	--
HD 2507	0	28	56.6633	36	53	58.8960	6.375	--
--	0	31	49.4636	36	58	1.8229	8.285	--
--	0	28	40.8621	37	18	14.6015	8.216	--
--	0	35	8.8916	36	50	3.9847	8.479	--
HD 3790	0	40	52.7303	31	6	59.7824	7.643	--
HD 3397	0	37	3.5542	31	29	11.3162	7.686	--
HD 4006	0	42	47.6089	30	6	9.3073	7.500	--
31Del And	0	39	19.6790	30	51	39.6658	3.405	--
HD 4298	0	45	37.3726	30	20	10.6891	7.829	--
--	0	52	41.9721	30	36	18.2607	8.223	--
--	0	52	41.6850	31	23	40.4391	8.146	--
HD 5092	0	53	7.7681	30	20	57.1916	7.428	--
--	0	52	40.1558	31	27	33.7159	8.404	--
HD 4388	0	46	27.0362	30	57	5.6368	7.431	--
HD 4372	0	46	24.3449	30	56	33.5360	7.251	--
HD 4744	0	49	52.7908	30	27	1.0398	7.745	--
HD 5801	0	59	58.0262	31	51	13.6466	7.927	--
HD 5315	0	55	22.9736	30	39	41.7992	7.893	--
69Sig Psc	1	2	49.0964	31	48	15.3339	5.486	--
HD 6273	1	4	6.2043	31	30	8.1711	7.881	--
--	1	8	44.9656	31	41	25.7234	8.343	--
--	1	9	18.1569	30	13	31.0761	8.211	--
--	1	11	10.1894	30	56	59.3459	8.118	--
HD 6785	1	8	48.6880	30	24	28.6009	7.654	--
82    Psc	1	11	6.7663	31	25	29.0607	5.184	--
83Tau Psc	1	11	39.6356	30	5	22.7155	4.633	--
HD 3925	0	42	4.7345	32	36	39.7345	7.661	--
--	0	36	22.3193	33	38	39.4141	8.458	--
--	0	44	22.9514	33	37	5.6324	8.334	--
--	0	39	29.6622	32	37	47.8509	8.237	--
--	0	41	52.1410	33	17	47.0538	8.478	--
--	0	37	59.0437	32	12	47.7925	8.451	--
HD 4119	0	43	52.2636	33	18	38.5818	6.937	--
29Pi  And	0	36	52.8450	33	43	9.6404	4.319	--
Tyc2 2279 01666 1	0	36	53.1678	33	42	34.0854	7.083	--
--	0	51	10.4905	33	33	28.8840	8.093	--
HD 4962	0	51	54.6062	32	22	1.1847	7.957	--
--	0	53	31.2573	33	30	38.9265	8.419	--
--	0	51	50.9528	32	0	3.1377	8.170	--
--	0	48	54.6596	32	55	28.7145	8.002	--
--	0	49	51.4582	32	13	5.8082	8.305	--
HD 4903	0	51	24.8975	32	39	25.4825	7.348	--
--	0	59	30.4530	32	52	39.6736	8.127	--
HD 5375	0	56	1.8917	32	20	32.3271	7.639	--
HD 5704	0	59	6.5641	32	27	20.8400	7.398	--
Tyc2 2281 00779 1	1	0	15.9639	32	48	41.0040	7.718	--
HD 5479	0	56	59.2215	31	53	46.8436	7.909	--
HD 5196	0	54	9.9661	32	53	18.2746	7.386	--
--	1	2	56.9800	33	19	23.0309	8.402	--
Tyc2 2281 01235 1	0	59	35.8218	32	29	31.6046	7.056	--
HD 6328	1	4	40.4102	33	10	58.8739	7.257	--
HD 6455	1	5	54.1898	32	59	37.0417	7.667	--
HD 6476	1	6	11.2003	32	10	53.3461	6.423	--
HD 7033	1	11	6.5351	32	31	4.1893	7.982	--
78    Psc	1	8	1.3442	32	0	43.6369	6.269	--
--	0	43	10.1052	35	21	10.2185	8.213	--
--	0	38	59.4813	34	19	6.8725	8.315	--
HD 3421	0	37	21.2185	35	23	58.2066	5.530	--
HD 4756	0	49	58.5294	34	58	27.0402	7.328	--
HD 5102	0	53	19.3472	33	55	27.0379	7.944	--
--	0	49	58.4828	35	20	9.0685	8.433	--
HD 4961	0	51	57.0910	33	53	23.9298	7.028	--
Tyc2 2285 00548 1	0	57	56.7148	34	59	7.9068	7.707	--
HD 5608	0	58	14.2194	33	57	3.1809	6.093	--
HD 5397	0	56	14.8192	35	13	43.0382	6.940	--
--	0	57	9.7898	34	51	50.6570	8.016	--
--	1	6	46.9133	35	34	19.9968	8.039	--
HD 6812	1	9	17.3141	34	48	21.2674	7.569	--
HD 6554	1	6	47.6441	35	8	44.3084	7.523	--
HD 6469	1	6	8.3818	35	30	57.8998	7.443	--
--	1	11	38.0791	35	6	37.9627	8.447	--
HD 6264	1	3	58.7511	35	28	10.0588	7.235	--
HD 6893	1	9	56.9383	33	52	53.2116	7.031	--
--	1	6	21.0678	34	17	49.5910	8.402	--
--	1	7	25.3160	33	59	45.7247	8.204	--
HD 6813	1	9	13.4477	33	56	29.4678	7.369	--
43Bet And: Mirach	1	9	43.9229	35	37	14.0075	2.244	--
--	0	38	43.1511	36	35	37.5342	8.341	--
--	0	40	29.0656	36	27	1.5765	8.045	--
--	0	42	33.9239	37	13	20.7682	8.357	--
--	0	39	35.3476	36	47	25.8185	8.293	--
HD 5118	0	53	28.2228	37	25	5.5626	6.185	--
--	0	45	10.4109	37	22	58.1342	8.122	--
--	0	48	0.5521	36	12	15.8909	8.073	--
HD 4563	0	48	0.5803	36	29	13.1847	7.901	--
HD 5582	0	58	2.6297	37	29	58.2424	7.426	--
--	1	1	34.7685	35	59	43.5075	8.322	--
HD 5831	1	0	19.7801	35	41	27.5778	7.676	--
--	0	57	33.8538	37	24	23.9152	8.284	--
HD 5897	1	0	53.7344	36	39	22.3233	7.787	--
--	1	11	17.0675	35	56	0.7610	8.386	--
--	1	11	44.4474	36	24	33.0830	8.073	--
--	1	3	29.0720	36	50	31.1293	8.019	--
--	1	4	0.2792	36	49	59.7454	8.029	--
--	1	17	1.4150	31	45	9.3126	8.250	--
HD 7384	1	14	20.8516	30	32	31.3975	7.359	--
HD 7229	1	12	59.4737	30	3	51.2021	6.343	--
HD 7724	1	17	24.1121	31	44	40.6321	6.500	--
HD 8909	1	28	19.1443	30	33	27.6814	6.964	--
--	1	27	29.9294	30	30	42.0362	8.020	--
HD 9070	1	29	51.3647	31	0	26.4147	7.980	--
HD 8230	1	22	11.4963	31	42	21.7119	7.406	--
--	1	25	38.5497	31	32	46.2033	8.060	--
HD 8320	1	22	56.4390	31	50	28.3048	7.692	--
--	1	29	27.6574	30	53	40.2772	8.056	--
--	1	25	34.2793	31	33	1.5004	8.086	--
--	1	35	25.9757	30	46	30.5740	8.257	--
--	1	33	37.0739	30	23	21.1595	8.116	--
--	1	31	46.6712	30	37	29.1555	8.190	--
HD 10056	1	38	51.7965	31	38	58.2439	7.619	--
--	1	38	4.8622	30	47	23.5192	8.262	--
--	1	39	41.2779	30	5	0.3129	8.246	--
--	1	46	39.3878	30	47	38.2137	8.372	--
HD 10500	1	42	55.7349	31	1	38.1358	7.753	--
--	1	42	8.1989	30	5	45.2571	8.397	--
HD 10348	1	41	39.2379	30	2	49.6380	6.075	--
--	1	12	30.4139	32	12	39.6281	8.278	--
HD 7871	1	18	54.1464	33	30	56.9129	7.617	--
HD 7228	1	13	2.3030	33	9	17.7955	7.488	--
HD 7578	1	16	18.9202	33	6	52.9878	6.158	--
HD 7215	1	12	52.9909	32	4	31.5614	7.019	--
--	1	12	51.5586	32	4	24.4580	8.144	--
HD 8347	1	23	12.1168	33	17	23.6351	7.808	--
--	1	25	16.3851	32	56	56.7354	8.304	--
HD 8847	1	27	42.7179	31	57	59.5739	6.889	--
--	1	24	37.4816	32	0	16.9018	8.267	--
--	1	30	26.7428	32	11	15.9982	8.368	--
HD 9854	1	36	48.4938	32	51	12.9056	7.834	--
HD 9616	1	34	58.0964	33	7	4.3122	6.819	--
--	1	32	12.9452	32	32	31.5086	8.080	--
--	1	43	20.1144	32	35	4.2262	8.269	--
--	1	42	29.8797	32	39	29.8412	8.245	--
--	1	41	59.0870	32	3	23.4079	8.043	--
HD 10439	1	42	24.0718	32	57	42.6953	7.166	--
HD 10638	1	44	22.8129	32	30	57.1741	6.755	--
HD 10588	1	43	50.1440	32	11	31.2517	6.413	--
HD 7854	1	18	39.6476	33	45	25.1489	7.641	--
--	1	17	29.5840	35	26	4.4010	8.184	--
--	1	12	37.0715	35	10	50.4871	8.245	--
--	1	16	10.7795	35	13	52.6384	8.369	--
HD 7943	1	19	35.4700	34	45	10.2387	7.687	--
--	1	15	1.6102	34	53	5.2220	8.271	--
HD 7334	1	14	1.4738	34	29	33.6615	7.111	--
HD 7510	1	15	41.1827	34	43	33.1239	7.736	--
--	1	12	31.3048	34	7	10.9236	8.040	--
HD 7254	1	13	16.1878	34	5	54.2395	6.702	--
HD 8030	1	20	14.1127	35	7	19.5658	7.946	--
--	1	27	47.2471	34	37	40.3886	8.158	--
--	1	27	2.4547	34	38	20.5185	8.180	--
HD 8673	1	26	8.7865	34	34	46.9016	6.397	--
HD 8774	1	27	6.3291	34	22	39.2225	6.312	--
HD 8375	1	23	37.4765	34	14	45.2014	6.373	--
HD 9386	1	32	57.7640	33	51	10.3595	7.690	--
HD 9585	1	34	37.2605	35	6	42.2214	7.327	--
HD 9983	1	38	11.0381	35	20	21.2240	7.778	--
HD 9500	1	33	54.3601	35	36	29.5023	7.147	--
--	1	36	25.7953	35	8	2.3348	8.469	--
--	1	36	40.7765	35	36	58.3694	8.252	--
HD 9298	1	32	7.5780	34	47	59.8605	6.358	--
--	1	30	53.1026	34	10	26.0557	8.304	--
HD 9728	1	35	50.4445	33	50	7.1769	6.656	--
--	1	40	26.0171	34	20	19.9917	8.162	--
HD 10390	1	42	3.4907	35	14	44.5564	5.614	--
HD 7853	1	18	47.0046	37	23	10.5983	6.525	--
HD 7624	1	16	42.6997	36	18	28.7429	7.830	--
HD 7191	1	12	43.2394	36	16	7.4016	7.980	--
HD 8996	1	29	12.8508	36	37	40.0178	7.262	--
HD 8531	1	24	59.0272	37	27	17.6796	7.745	--
HD 8745	1	26	53.8039	37	29	31.9606	7.584	--
HD 8622	1	25	43.2107	36	21	26.2386	7.690	--
--	1	26	53.9222	37	17	47.9604	8.188	--
--	1	28	53.3619	36	37	47.0672	8.343	--
HD 8908	1	28	25.8210	37	4	14.1740	7.482	--
HD 8452	1	24	23.6050	36	53	0.5155	7.274	--
HD 8561	1	25	8.3223	35	43	59.3320	7.771	--
HD 8508	1	24	42.9402	36	3	50.0387	7.975	--
HD 8346	1	23	18.0925	36	30	52.6735	6.799	--
--	1	35	36.1990	36	10	10.4006	8.446	--
--	1	37	30.7659	36	42	24.5179	8.318	--
HD 9764	1	36	8.3798	36	32	15.6262	7.965	--
HD 9531	1	34	16.6077	37	14	13.7562	5.881	--
HD 9370	1	32	47.7101	35	50	33.6572	6.791	--
--	1	34	11.5059	36	11	24.4878	8.069	--
HD 10713	1	45	20.4655	35	42	44.9064	7.538	--
HD 10649	1	44	38.6835	36	56	18.0406	7.321	--
HD 10074	1	39	7.7290	36	32	36.0253	7.227	--
--	1	41	37.2777	36	33	33.9911	8.498	--
--	1	55	48.0248	31	38	21.1565	8.460	--
--	1	50	27.9188	30	54	31.0831	8.405	--
--	1	48	28.7583	30	46	45.0736	8.260	--
--	1	50	23.9195	30	48	12.6739	8.019	--
HD 11813	1	56	26.9229	30	26	22.9443	7.951	--
HD 11736	1	55	48.4405	30	21	16.7256	6.883	--
--	2	4	44.2577	30	42	27.0548	8.227	--
--	1	57	11.9899	31	3	46.9225	8.299	--
HD 11849	1	57	1.3573	31	1	21.7309	7.793	--
HD 11961	1	58	3.7732	31	8	3.7711	7.157	--
--	2	11	8.6379	30	6	56.6542	8.138	--
HD 13704	2	14	20.1653	30	43	29.9036	7.425	--
HD 13746	2	14	42.6274	30	23	43.8976	7.903	--
HD 13565	2	13	9.7072	30	33	31.8421	7.944	--
5    Tri	2	11	25.0235	31	31	35.0277	6.247	--
HD 13746	2	14	42.1607	30	23	41.1864	7.820	--
6    Tri	2	12	22.2776	30	18	11.0661	5.259	--
HD 14373	2	20	4.4588	30	11	17.1183	6.640	--
--	2	22	13.1228	30	19	48.8690	8.214	--
HD 14348	2	19	52.9247	31	20	14.9387	7.254	--
HD 14608	2	22	24.1147	30	19	27.8653	7.689	--
--	2	21	4.4864	30	40	29.3438	8.288	--
HD 13933	2	16	22.2019	31	2	37.2455	7.768	--
--	1	54	55.9385	33	44	44.3279	8.406	--
--	1	53	30.2208	31	56	26.0732	8.081	--
HD 11007	1	48	41.5713	32	41	24.7231	5.847	--
HD 12546	2	3	50.6484	33	41	53.2908	7.792	--
--	1	58	33.9991	33	33	38.9593	8.427	--
--	2	2	13.4321	33	24	31.7283	8.003	--
--	2	1	45.3808	32	7	16.8629	8.277	--
3Eps Tri	2	2	57.9555	33	17	2.8886	5.520	--
HD 12051	1	59	6.6335	33	12	34.8573	7.232	--
HD 13479	2	12	29.5738	32	8	59.0955	7.970	--
--	2	13	37.4394	31	55	8.4887	8.349	--
HD 13189	2	9	40.1731	32	18	59.1775	7.731	--
--	2	9	54.7043	32	32	57.8591	8.341	--
--	2	10	16.1040	33	21	55.1661	8.027	--
--	2	18	36.4181	32	7	37.9312	8.440	--
--	2	23	26.3383	32	41	17.3785	8.423	--
HD 14361	2	20	2.8381	32	19	6.7936	7.587	--
HD 14800	2	23	54.8835	33	30	28.1678	7.928	--
--	2	22	45.1219	33	42	12.8809	8.232	--
--	2	19	19.7323	33	36	13.6887	8.224	--
7    Tri	2	15	56.2844	33	21	32.0279	5.247	--
--	1	49	12.9182	34	54	15.0745	8.421	--
Tyc2 2315 00212 1	1	48	50.7064	34	8	33.4880	7.775	--
HD 11269	1	51	25.6367	35	27	20.8268	7.723	--
--	1	49	16.1447	35	26	25.3893	8.216	--
--	1	53	41.9794	34	29	40.1099	8.480	--
--	1	57	51.2940	33	48	22.3544	8.124	--
HD 12436	2	2	39.3032	33	45	47.1475	7.848	--
--	2	1	5.1202	35	18	22.5009	8.209	--
--	1	57	40.2195	34	7	24.5219	8.265	--
HD 12050	1	59	0.1112	34	20	22.5807	7.682	--
HD 12983	2	7	52.7713	35	33	13.6743	7.566	--
--	2	14	23.8219	34	27	37.6307	8.196	--
4Bet Tri	2	9	32.6265	34	59	14.2597	3.017	--
HD 14783	2	23	53.0929	33	51	28.1780	7.402	--
--	2	17	30.0551	33	46	15.3508	8.190	--
--	2	16	31.6875	35	26	57.2703	8.015	--
HD 14274	2	19	17.0312	34	1	57.9375	7.991	--
HD 14735	2	23	28.7775	35	26	27.8245	6.883	--
--	2	16	2.3918	35	9	22.1688	8.405	--
--	2	18	12.0156	35	18	56.2729	8.436	--
8Del Tri	2	17	3.2317	34	13	27.2461	4.933	--
9Gam Tri	2	17	18.8673	33	50	49.8923	3.999	--
HD 14202	2	18	39.7533	34	29	15.6282	7.817	--
HD 11190	1	50	44.8145	36	3	4.8101	7.896	--
HD 11348	1	52	22.3232	37	25	47.2347	6.954	--
HD 11624	1	54	57.6609	37	7	41.8584	6.400	--
HD 11202	1	50	53.0896	35	50	42.0207	7.185	--
--	1	55	14.8976	36	0	8.0866	8.230	--
HD 11293	1	51	40.3066	35	39	57.8656	7.933	--
HD 11430	1	53	10.7211	37	19	16.3136	7.585	--
HD 11727	1	55	54.4805	37	16	40.0421	6.069	--
56    And	1	56	9.3632	37	15	6.5951	5.786	--
--	1	58	30.9112	36	15	5.4607	8.133	--
--	1	59	57.2712	36	43	50.2796	8.333	--
--	2	2	12.9331	36	43	1.1742	8.292	--
--	2	5	19.3421	36	42	24.6335	8.287	--
HD 12478	2	3	9.7316	36	6	38.8347	7.959	--
HD 12007	1	58	46.4520	36	36	9.9795	7.327	--
--	2	11	26.3618	37	21	7.8976	8.066	--
--	2	12	16.9523	37	22	0.5378	8.456	--
--	2	9	2.1198	35	40	29.0658	8.334	--
--	2	9	37.3565	37	6	59.0632	8.298	--
HD 13857	2	15	54.3319	36	46	14.3278	7.895	--
HD 14445	2	21	2.4273	37	4	12.5654	7.655	--
--	2	18	36.0305	37	4	1.4060	8.007	--
--	2	17	3.5966	35	56	27.2365	8.006	--
--	2	24	51.1452	30	38	48.2473	8.243	--
HD 15128	2	27	0.9902	31	17	17.3007	7.903	--
--	2	31	35.6301	31	30	48.1735	8.371	--
HD 15377	2	29	21.5447	30	51	55.0464	7.651	--
HD 15026	2	26	5.1172	30	54	23.9218	7.706	--
11    Tri	2	27	27.7722	31	48	4.6066	5.676	--
HD 15832	2	33	33.6425	31	24	30.4149	7.548	--
HD 15883	2	33	59.4404	31	24	22.9715	7.827	--
--	2	33	54.2288	31	34	50.0750	8.068	--
--	2	35	54.6673	31	8	23.6192	8.078	--
HD 16187	2	36	43.0333	31	36	27.5989	6.191	--
HD 16637	2	40	51.1323	31	25	8.9410	7.852	--
--	2	35	22.2583	30	40	51.0457	8.363	--
HD 16397	2	38	27.8632	30	48	59.8633	7.428	--
HD 16245	2	37	10.5590	30	24	28.1344	7.663	--
--	2	47	45.1450	31	3	10.5564	8.235	--
--	2	49	41.2648	31	1	58.7232	8.411	--
HD 17572	2	50	0.3356	30	31	34.3310	6.777	--
HD 17433	2	48	43.7250	31	6	54.7123	7.059	--
HD 17259	2	47	3.6678	31	23	42.1881	7.708	--
HD 16761	2	42	0.7474	30	56	8.8090	6.928	--
Tyc2 2326 00009 1	2	58	2.0403	31	31	0.6531	7.365	--
--	2	59	54.8214	30	36	23.2130	8.161	--
--	2	55	53.9714	31	34	44.4234	8.096	--
Tyc2 2326 00819 1	2	56	32.2457	30	52	49.9008	7.766	--
HD 17905	2	53	24.3734	31	38	40.8873	6.664	--
HD 18142	2	55	41.2765	31	2	35.1357	7.146	--
HD 17940	2	53	56.3790	31	41	47.3421	7.987	--
HD 17801	2	52	23.0994	30	10	53.9244	7.976	--
HD 17673	2	51	6.7585	30	30	35.5920	7.815	--
--	2	52	4.9501	30	11	34.2732	8.226	--
--	2	52	8.1833	30	31	25.9653	8.109	--
HD 17674	2	51	4.2862	30	17	12.2653	7.620	--
--	2	30	13.9816	33	29	54.9272	8.096	--
--	2	26	9.8477	31	52	45.5011	8.349	--
--	2	31	50.7258	33	33	42.7540	8.480	--
HD 15704	2	32	15.4773	32	5	55.2008	7.691	--
--	2	30	7.3092	33	24	23.3771	8.403	--
HD 14948	2	25	27.9565	32	24	27.6421	7.346	--
HD 16396	2	38	45.9138	33	25	8.1972	7.481	--
--	2	38	45.9138	33	25	8.1972	8.138	--
Tyc2 2328 00496 1	2	39	48.4653	33	29	44.3559	7.979	--
HD 16220	2	37	6.5701	32	53	27.9360	6.282	--
--	2	35	14.8801	32	51	50.4123	8.214	--
HD 16594	2	40	26.1786	32	19	13.5921	7.451	--
HD 15896	2	34	5.2907	32	27	7.2691	7.768	--
--	2	39	51.0551	32	48	53.0360	8.148	--
HD 17606	2	50	26.0315	31	58	22.3973	6.582	--
--	2	49	5.2978	32	50	41.7293	8.176	--
HD 16810	2	42	41.4094	32	54	5.3218	7.506	--
--	2	49	5.8898	33	10	33.1629	8.415	--
--	2	50	23.5154	32	50	52.8882	8.046	--
HD 16819	2	42	47.0772	32	52	10.0162	7.975	--
HD 17648	2	50	59.6798	32	21	50.4373	7.847	--
HD 16954	2	44	1.3713	32	22	13.1072	7.484	--
--	2	53	40.1976	32	55	7.4651	8.168	--
--	2	54	8.8706	32	20	10.4022	8.208	--
HD 18393	2	58	18.7725	32	27	39.1387	6.719	--
21    Per	2	57	17.2818	31	56	3.1896	5.091	--
HD 14935	2	25	26.6671	35	2	30.9417	6.968	--
HD 15672	2	32	6.8097	34	40	41.3865	7.763	--
HD 15562	2	31	8.1193	34	55	49.9716	7.990	--
HD 15093	2	26	48.4210	35	36	51.3707	7.042	--
--	2	26	9.5902	34	28	10.0443	8.101	--
--	2	28	14.9226	34	11	43.9216	8.008	--
--	2	27	2.2206	33	55	42.9621	8.452	--
HD 15755	2	32	52.6213	34	32	32.6944	5.948	--
HD 14901	2	25	10.0287	33	52	0.3057	7.431	--
HD 15464	2	30	16.6057	33	50	1.3125	6.373	--
HD 16070	2	35	50.1240	34	43	31.2023	6.749	--
--	2	38	39.0685	34	20	35.1839	8.494	--
HD 16511	2	39	50.6308	33	56	57.1244	7.784	--
HD 16285	2	37	50.5947	35	9	38.8393	7.597	--
--	2	38	53.3017	35	13	31.5454	8.391	--
--	2	41	30.5710	34	30	57.9511	8.087	--
--	2	38	35.0595	34	21	56.8695	8.004	--
HD 15894	2	34	17.6751	35	9	0.4006	7.374	--
Tyc2 2332 01054 1	2	33	42.7414	34	20	28.8799	7.702	--
--	2	39	52.1252	34	3	6.8640	8.398	--
HD 16210	2	37	2.3408	34	15	51.3521	7.443	--
HD 16559	2	40	17.6344	34	35	5.4419	7.697	--
HD 15939	2	34	43.1596	34	5	3.0999	7.637	--
--	2	35	2.6209	34	9	45.2472	8.406	--
HD 15895	2	34	14.1968	33	47	34.1057	6.840	--
15    Tri	2	35	46.8186	34	41	15.2019	5.571	--
--	2	43	21.9842	34	10	25.3026	8.284	--
HD 16773	2	42	18.4722	34	17	41.0793	7.060	--
HD 17624	2	50	52.8205	35	23	38.0751	6.669	--
HD 16968	2	44	11.4842	35	6	53.8879	7.224	--
--	2	49	44.0590	35	10	43.0403	8.029	--
--	2	45	3.9469	34	19	51.4064	8.432	--
HD 17240	2	47	3.5731	35	33	16.8063	6.420	--
HD 17148	2	46	3.0701	35	27	1.8566	7.754	--
HD 17118	2	45	47.3804	34	25	46.6026	7.869	--
HD 17497	2	49	26.6851	33	56	10.5439	7.358	--
--	2	59	34.3272	35	19	34.4955	8.271	--
--	2	55	31.4955	34	46	8.6411	8.230	--
--	2	59	36.3421	33	50	41.1357	8.311	--
24    Per	2	59	3.6770	35	10	59.2590	5.073	--
17    Per	2	51	30.8370	35	3	35.0754	4.735	--
HD 14893	2	25	15.7335	37	7	8.2584	7.334	--
HD 15582	2	31	28.1072	37	27	14.8053	7.732	--
HD 15333	2	29	7.4842	37	19	47.0500	6.804	--
14    Tri	2	32	6.1706	36	8	50.1607	5.319	--
--	2	26	51.0091	36	58	10.7975	8.088	--
--	2	32	15.9799	35	42	28.1067	8.260	--
HD 15512	2	30	47.3426	36	7	1.9336	7.830	--
HD 14968	2	25	49.9406	37	0	49.2218	7.482	--
HD 15745	2	32	55.8092	37	20	1.0511	7.530	--
HD 15126	2	27	14.8832	36	58	2.2994	7.821	--
HD 16057	2	35	54.9310	37	3	30.0300	7.537	--
